@relation 'train1_data-weka.filters.unsupervised.attribute.Remove-R1-2,13-weka.filters.unsupervised.attribute.Remove-R1,5-6-weka.filters.unsupervised.attribute.Remove-R4,6'

@attribute Year numeric
@attribute Kilometers_Driven numeric
@attribute Fuel_Type {CNG,Diesel,Petrol,LPG,Electric}
@attribute Engine {'998 CC','1582 CC','1199 CC','1248 CC','1968 CC','814 CC','1461 CC','2755 CC','1598 CC','1462 CC','1497 CC','2179 CC','2477 CC','1498 CC','2143 CC','1995 CC','1984 CC','1197 CC','2494 CC','1798 CC','2696 CC','2698 CC','1061 CC','1198 CC','2987 CC','796 CC','624 CC','1999 CC','1991 CC','2694 CC','1120 CC','2498 CC','799 CC','2393 CC','1399 CC','1796 CC','2148 CC','1396 CC','1950 CC','4806 CC','1998 CC','1086 CC','1193 CC','2982 CC','1493 CC','2967 CC','2993 CC','1196 CC','1799 CC','2497 CC','2354 CC','1373 CC','2996 CC','1591 CC','2894 CC','5461 CC','1595 CC','936 CC','1997 CC',0,'1896 CC','1390 CC','1364 CC','2199 CC','993 CC','999 CC','1405 CC','2956 CC','1794 CC','995 CC','2496 CC','1599 CC','2400 CC','1495 CC','2523 CC','793 CC','4134 CC','1596 CC','1395 CC','2953 CC','1586 CC','2362 CC','1496 CC','1368 CC','1298 CC','1956 CC','1299 CC','3498 CC','2835 CC','1150 CC','3198 CC','1343 CC','1499 CC','1186 CC','1590 CC','2609 CC','2499 CC','2446 CC','1978 CC','2360 CC','3436 CC','2198 CC','4367 CC','2706 CC','1422 CC','2979 CC','1969 CC','1489 CC','2489 CC','1242 CC','1388 CC','1172 CC','2495 CC','1194 CC','3200 CC','1781 CC','1341 CC','2773 CC','3597 CC','1985 CC','2147 CC','1047 CC','2999 CC','2995 CC','2997 CC','1948 CC','2359 CC','4395 CC','2349 CC','2720 CC','1468 CC','3197 CC','2487 CC','1597 CC','2771 CC','72 CC','4951 CC','970 CC','2925 CC','2200 CC','5000 CC','2149 CC','5998 CC','2092 CC','5204 CC','2112 CC','1797 CC'}
@attribute Seats numeric
@attribute Price numeric

@data
2006,125000,Petrol,0,0,2.35
2014,88046,Petrol,'2354 CC',5,13.99
2014,8000,Diesel,'2143 CC',5,19.75
2018,82739,Diesel,'2179 CC',7,16.77
2006,193000,Diesel,'2523 CC',7,2.5
2013,7000,Petrol,'1498 CC',5,3.65
2012,60000,Diesel,'2179 CC',5,23.5
2017,38000,Petrol,'796 CC',5,3.11
2013,56344,Petrol,'1496 CC',5,4.57
2014,17858,Petrol,'1197 CC',5,5.32
2012,53000,Petrol,'1197 CC',5,3.2
2016,67906,Diesel,'1248 CC',5,5.63
2015,19000,Petrol,'814 CC',5,3
2010,67000,Diesel,'1995 CC',5,9.25
2011,80000,Diesel,'1396 CC',5,1.2
2015,61000,Petrol,'796 CC',5,2.15
2010,39000,Diesel,'1199 CC',5,3.05
2014,59000,Petrol,'1798 CC',5,11.5
2008,80931,Petrol,'1086 CC',5,2.3
2016,34000,Petrol,'1197 CC',5,4.95
2013,130000,Diesel,'1461 CC',5,4.75
2018,52380,Diesel,'1248 CC',5,10.15
2011,44000,Petrol,'1198 CC',5,2.65
2015,84000,Diesel,'1399 CC',5,3.8
2017,41697,Petrol,'1997 CC',5,16.68
2014,163000,Diesel,'1461 CC',5,5
2011,42000,Petrol,'1197 CC',5,3.75
2013,129000,Diesel,'1396 CC',5,4.11
2015,32200,Petrol,'1196 CC',5,4.25
2004,129000,Diesel,'2835 CC',6,3.45
2014,40000,Diesel,'1968 CC',5,22.5
2006,150000,Petrol,'1998 CC',8,4.5
2007,140000,Petrol,'1150 CC',5,0.9
2006,63181,Petrol,'1341 CC',5,1.85
2013,39575,Diesel,'1498 CC',5,3.25
2010,63600,Diesel,'1248 CC',5,3.1
2014,70374,Diesel,'1498 CC',5,7.34
2015,26256,Diesel,'1498 CC',5,4.25
2016,13460,Petrol,'1197 CC',5,6.45
2011,122000,Diesel,'2494 CC',8,10.75
2015,58589,Diesel,'2143 CC',5,27.75
2005,115000,Petrol,'1061 CC',5,0.99
2016,75000,Diesel,'2198 CC',7,24
2016,30292,Petrol,'1197 CC',5,6.1
2017,32248,Petrol,'1199 CC',5,8.25
2013,74000,Petrol,'1198 CC',5,4.65
2014,56100,Petrol,'1997 CC',5,9.75
2014,61325,Petrol,'1197 CC',5,4.4
2014,33000,Petrol,'1197 CC',5,3.99
2016,18090,Diesel,'2993 CC',5,45.73
2014,71390,Diesel,'1498 CC',5,5.27
2014,41000,CNG,'998 CC',5,3.5
2016,67000,Diesel,'1498 CC',5,7.25
2008,99000,Diesel,'1405 CC',5,1.6
2014,142000,Diesel,'1461 CC',5,6
2010,26966,Petrol,'1197 CC',5,3
2015,27628,Petrol,'1199 CC',5,4.95
2016,82497,Diesel,'1248 CC',5,8.99
2007,86000,Petrol,'2354 CC',5,1.85
2016,26981,Petrol,'1198 CC',5,6.16
2010,110471,Diesel,'1248 CC',5,3.5
2014,69000,Petrol,'1199 CC',5,4.5
2017,12000,Petrol,'1197 CC',5,7.75
2014,77500,Diesel,'1461 CC',5,6.6
2014,48031,Petrol,'1197 CC',5,4.98
2008,170000,Diesel,'1995 CC',5,9.75
2014,69565,Diesel,'1498 CC',5,5.55
2016,45492,Diesel,'1498 CC',5,10.3
2011,85000,Petrol,'2354 CC',5,7.5
2008,55902,Petrol,'1399 CC',5,1.8
2017,18500,Petrol,'1199 CC',5,6.25
2015,129750,Diesel,'2489 CC',7,6.8
2009,50902,Petrol,'1197 CC',5,3
2015,84725,Diesel,'2179 CC',7,11.6
2013,40000,Diesel,'1582 CC',5,6.95
2010,60000,Petrol,'1798 CC',5,3.5
2014,33496,Petrol,'1197 CC',5,5.5
2015,25000,Petrol,'1197 CC',5,5.65
2013,71000,Diesel,'1248 CC',8,3.25
2015,20826,Petrol,'1598 CC',5,7.72
2016,42244,Diesel,'1582 CC',5,12
2013,98598,Diesel,'936 CC',5,1.55
2011,62100,Diesel,'2982 CC',7,10.75
2016,44238,Petrol,'1197 CC',5,6.72
2012,91743,Diesel,'2967 CC',7,28.55
2013,19828,Diesel,'2967 CC',4,75
2016,36891,Petrol,'1497 CC',5,10.49
2012,90049,Diesel,'1493 CC',7,3.8
2012,74002,Diesel,'1968 CC',5,18.5
2013,41000,Petrol,'2359 CC',5,6
2012,83678,Diesel,'1582 CC',5,5.5
2010,91000,Petrol,'998 CC',5,2.3
2016,50000,Diesel,'1248 CC',7,8.7
2015,58000,Diesel,'1120 CC',5,4.95
2012,80000,Diesel,'1248 CC',5,4.25
2017,41290,Diesel,'2179 CC',7,10.94
2013,65000,Diesel,'1995 CC',5,21.26
2016,16471,Petrol,'1798 CC',5,11.5
2015,54339,Diesel,'1396 CC',5,6
2016,24025,Petrol,'1198 CC',6,4.1
2013,24027,Petrol,'796 CC',5,2.01
2010,59270,Petrol,'1172 CC',5,2.6
2012,40000,Petrol,'998 CC',5,2.35
2012,155566,Diesel,'2835 CC',6,9.15
2013,42320,Petrol,'1198 CC',5,2.9
2017,24153,Diesel,'1396 CC',5,9.18
2016,27000,Petrol,'1591 CC',5,11.45
2012,92000,CNG,'796 CC',5,2.1
2017,61795,Petrol,'1198 CC',5,5.53
2016,13500,Petrol,'1198 CC',6,3.75
2018,4500,Petrol,'1497 CC',5,12.5
2017,23000,Diesel,'2179 CC',7,15.5
2011,65400,Petrol,'1086 CC',5,2.1
2013,80578,Diesel,'2143 CC',5,14.5
2017,42646,Diesel,'1461 CC',5,12.46
2014,30000,Petrol,'1198 CC',5,5.25
2012,90000,Diesel,0,0,14.5
2009,98000,Diesel,'2987 CC',5,25
2012,66400,Petrol,0,0,2.66
2012,50000,Diesel,'2993 CC',4,45
2015,63310,Diesel,'1248 CC',5,5.1
2014,66000,Diesel,'1498 CC',5,3.5
2011,74000,Diesel,'1995 CC',5,12.5
2012,93000,Diesel,'1396 CC',5,5.55
2015,70000,Diesel,'2982 CC',7,19.48
2012,48772,Petrol,'1197 CC',5,3.91
2010,66000,Petrol,'1199 CC',5,2.19
2017,27417,Petrol,'1197 CC',5,6.89
2011,51593,Petrol,'1196 CC',5,3.47
2008,86340,Petrol,'2349 CC',5,3.25
2010,75000,Petrol,'1298 CC',5,2.85
2016,39237,Diesel,'1968 CC',5,25.64
2018,11966,Petrol,'1497 CC',5,10.28
2015,37000,Petrol,'1199 CC',5,6.3
2014,70920,Diesel,'1498 CC',5,4.75
2013,65280,Diesel,'1461 CC',5,5.8
2016,62000,Diesel,'2179 CC',7,44.5
2014,44525,Petrol,'1197 CC',5,4.65
2009,86863,Petrol,'1497 CC',5,3.6
2015,102626,Diesel,'2179 CC',7,12.25
2017,45000,Diesel,'1956 CC',5,20
2017,22000,Diesel,'2179 CC',7,16
2011,108905,Diesel,'2179 CC',8,6.21
2016,12800,Petrol,'1198 CC',7,3.25
2016,32000,Diesel,'2179 CC',7,9.75
2014,39000,Petrol,'1198 CC',5,4.45
2017,42000,Diesel,'1498 CC',5,12
2008,73000,Petrol,'1396 CC',5,0.8
2018,48000,Diesel,'1186 CC',5,5.95
2015,18000,CNG,'796 CC',4,3
2014,19000,Petrol,'1396 CC',5,5.25
2019,33598,Diesel,'2393 CC',7,22.2
2012,63000,Diesel,'1995 CC',5,13.5
2015,48000,Diesel,'1968 CC',5,13.5
2014,66000,Diesel,'1399 CC',5,3.47
2013,80000,Diesel,'2696 CC',7,9.5
2011,37000,Petrol,'1598 CC',5,4.8
2016,35058,Petrol,'1598 CC',5,6.54
2012,52000,Petrol,'1198 CC',5,3.1
2015,61313,Diesel,'1248 CC',5,7.99
2009,45000,Petrol,'1798 CC',5,3.3
2015,74000,Diesel,'1248 CC',7,8.75
2013,89000,Petrol,'1197 CC',5,4.19
2019,13414,Diesel,'2143 CC',5,30.77
2006,95000,Petrol,'1497 CC',5,2.11
2018,15900,Petrol,'1198 CC',6,6.25
2011,151000,Diesel,'2982 CC',7,11.4
2011,65000,Petrol,'1497 CC',5,5.2
2017,36824,Diesel,'1968 CC',5,39.84
2013,65287,Diesel,'1399 CC',5,4.45
2014,52000,Diesel,'2143 CC',5,19.5
2007,33000,Petrol,'1150 CC',5,1.75
2016,71000,Diesel,'1498 CC',5,5.1
2013,71000,Diesel,'1582 CC',5,6.8
2016,20000,Petrol,'1197 CC',5,5.74
2010,71000,Petrol,'1197 CC',5,3.3
2010,29000,Diesel,'3498 CC',4,32
2016,27000,Diesel,'1995 CC',5,35
2017,19000,Diesel,'1248 CC',5,8.9
2011,58000,Petrol,'1591 CC',5,4
2018,42203,Diesel,'1956 CC',5,19.46
2009,94000,Diesel,'1991 CC',5,5.25
2013,52000,CNG,'1196 CC',5,2.6
2018,4900,Diesel,'1497 CC',5,9.22
2013,70000,Petrol,'814 CC',5,1.8
2005,100000,Diesel,'1405 CC',5,1.3
2015,65266,Diesel,'2993 CC',5,31.75
2014,54569,Diesel,'1248 CC',7,5.99
2015,51361,Petrol,'1198 CC',5,4.94
2007,125000,Petrol,'1388 CC',5,1.5
2008,66000,Petrol,'1799 CC',5,3.25
2007,65047,LPG,'1061 CC',5,1.95
2014,22281,Diesel,'1248 CC',7,6.5
2013,63210,Diesel,'1120 CC',5,3.71
2018,31000,Petrol,'1197 CC',5,5
2008,60000,Petrol,'1086 CC',5,1.99
2017,32006,Petrol,'1198 CC',5,4.25
2009,78000,Diesel,'2698 CC',5,8
2011,9489,Petrol,'1197 CC',5,2.95
2018,5000,Petrol,'799 CC',5,3.5
2012,60000,Diesel,'1968 CC',5,16
2015,50000,Petrol,'796 CC',5,2.75
2015,53000,Petrol,'1497 CC',5,6.95
2011,64000,Petrol,'1796 CC',5,12.5
2017,43827,Diesel,'2967 CC',5,36.83
2011,36431,Petrol,'1199 CC',5,2.7
2017,35000,Diesel,'1396 CC',5,9.9
2011,94832,Petrol,'1497 CC',5,3.83
2012,88381,Petrol,'1497 CC',5,5.25
2016,45194,Diesel,'1598 CC',5,7.75
2010,66000,Petrol,'1586 CC',5,2.46
2014,38578,Diesel,'1248 CC',5,3.96
2015,40000,Diesel,'1248 CC',7,8.25
2018,20632,Petrol,'1197 CC',5,7.58
2014,73042,Diesel,'1120 CC',5,3.99
2014,54257,Petrol,'1497 CC',5,6.25
2013,93000,Diesel,'1598 CC',5,5
2005,102000,Diesel,'2987 CC',5,4.65
2016,28881,Diesel,'2199 CC',7,21.37
2007,52195,Petrol,'796 CC',5,1.75
2018,20422,Diesel,'2499 CC',5,16.09
2012,38000,Diesel,'1396 CC',5,4.1
2015,92885,Diesel,'1399 CC',5,3.56
2010,43000,Petrol,'1497 CC',5,4.21
2016,70478,Diesel,'1248 CC',5,6.86
2015,57000,Diesel,'1582 CC',5,6.6
2018,32434,Petrol,'1591 CC',5,14.35
2017,32000,Diesel,'1498 CC',5,9.5
2011,59000,Diesel,'2993 CC',4,21.9
2016,76467,Diesel,'1995 CC',5,30.45
2016,100000,Diesel,'1498 CC',5,5.1
2013,37086,Petrol,'1591 CC',5,5.44
2010,135000,Diesel,'1399 CC',5,1.6
2014,54862,Diesel,'1968 CC',5,16.67
2010,67758,Petrol,'2354 CC',5,9.5
2012,56200,Petrol,'1396 CC',5,3.85
2011,169006,Diesel,'2755 CC',7,10.64
2016,20229,Petrol,'799 CC',5,3.5
2008,62000,Petrol,'995 CC',5,1.1
2011,51500,Petrol,'1599 CC',5,2.6
2012,69000,Diesel,'1995 CC',5,18.5
2004,167000,Petrol,'1086 CC',5,1.35
2015,62476,Diesel,'1248 CC',5,7.95
2017,60500,Diesel,'1186 CC',5,5.49
2017,17978,Petrol,'1199 CC',5,6.95
2008,300000,Diesel,'1405 CC',5,1
2013,123000,Diesel,'1399 CC',5,4.45
2016,45296,Diesel,'1248 CC',5,6.99
2008,77325,Petrol,'1586 CC',5,3.51
2018,25858,Petrol,'1197 CC',5,7.54
2016,120000,Diesel,'1248 CC',5,3.65
2016,22000,Diesel,'1582 CC',5,16
2012,11000,Petrol,'995 CC',5,1.4
2017,3900,Petrol,'1197 CC',5,6.45
2016,106092,Diesel,'1120 CC',5,4.4
2015,27000,Petrol,'1199 CC',5,5.95
2013,11000,Petrol,'1198 CC',5,3.9
2016,39753,Diesel,'2143 CC',5,35.28
2017,39800,Diesel,'2179 CC',7,14.25
2017,73000,Diesel,'1120 CC',5,4.5
2015,55000,Diesel,'1498 CC',5,7.5
2017,18351,Petrol,'624 CC',4,3.41
2013,45000,Petrol,'1198 CC',5,3.25
2016,112200,Diesel,'1248 CC',7,8.3
2010,29000,Petrol,'1197 CC',5,3.45
2007,57309,Petrol,'1086 CC',5,2.1
2015,53392,Diesel,'2179 CC',7,11.95
2010,71000,Diesel,'1598 CC',5,4.25
2014,93000,Diesel,'2179 CC',7,8.25
2010,119000,Petrol,'2354 CC',5,5.95
2016,42225,Petrol,'1196 CC',7,4.3
2012,65000,Diesel,'1248 CC',5,3.9
2016,27809,Petrol,'1197 CC',5,6.41
2015,65100,Diesel,'2179 CC',7,8.36
2014,51000,Petrol,'1197 CC',5,3.85
2017,10000,Diesel,'2143 CC',5,36
2011,54895,Petrol,'1798 CC',5,7.5
2015,80768,Diesel,'1498 CC',5,5.7
2019,12076,Petrol,'1197 CC',5,5.5
2016,49000,Diesel,'1248 CC',5,5.9
2015,42366,Petrol,'1497 CC',5,7.75
2010,68000,Diesel,'2993 CC',5,18
2008,122397,Diesel,'1896 CC',5,4.4
2017,50534,Petrol,'1197 CC',5,8.27
2014,55300,Diesel,'1461 CC',5,4.75
2008,73095,Petrol,'1497 CC',5,3.8
2011,51100,Diesel,'1598 CC',5,3.4
2016,13436,Petrol,'1197 CC',5,4.7
2008,76000,Petrol,'1388 CC',5,1.49
2016,63141,Diesel,'1120 CC',5,4.5
2014,74885,Diesel,'1498 CC',5,5.4
2016,14000,Petrol,'1497 CC',5,11.5
2012,56000,Diesel,'1461 CC',5,3.5
2010,46000,Diesel,'1995 CC',5,16.5
2012,51800,Petrol,'1586 CC',5,3.9
2007,81000,Petrol,'1497 CC',5,3.25
2018,17370,Petrol,'1198 CC',5,5.84
2016,18456,Petrol,'1198 CC',5,5.75
2010,59000,Diesel,'1968 CC',5,10
2006,141537,Petrol,'998 CC',5,1.05
2013,51000,Diesel,'1582 CC',5,5.64
2019,29311,Diesel,'2143 CC',5,50.97
2016,31000,Diesel,'1995 CC',5,29.95
2014,80000,Diesel,'1498 CC',7,4.85
2016,33000,Diesel,'1582 CC',5,14.5
2011,71556,Petrol,'1497 CC',5,5.5
2011,85000,Diesel,'1399 CC',5,3.2
2016,91000,Diesel,'1248 CC',5,4.5
2015,73187,Diesel,'2143 CC',5,30.72
2009,232000,Diesel,'1991 CC',7,3.5
2007,127079,Diesel,'2494 CC',7,6.99
2014,58816,Diesel,'1493 CC',7,3.45
2015,63818,Petrol,'1497 CC',5,6.57
2014,40000,Diesel,'1968 CC',5,17.5
2013,77445,Diesel,'1199 CC',5,3.75
2017,14000,Petrol,'1497 CC',5,9.99
2012,85122,Diesel,'2494 CC',7,8.2
2005,123000,Petrol,'1493 CC',5,1.1
2015,61000,CNG,'1586 CC',5,3.89
2015,63714,Petrol,'796 CC',5,2.45
2009,53000,Diesel,'2987 CC',5,13.75
2017,60000,Diesel,'1248 CC',5,3
2017,33000,Diesel,'1248 CC',5,9.25
2013,31000,Diesel,'2400 CC',5,17.65
2014,79000,Diesel,'2982 CC',7,18.25
2013,67914,Diesel,'1396 CC',5,3.45
2015,58970,Diesel,'1968 CC',5,23.75
2013,60000,Diesel,'1461 CC',5,5.45
2017,35225,Petrol,'998 CC',5,5.25
2005,69496,Petrol,'1298 CC',5,1.1
2012,62282,Petrol,'1197 CC',5,2.9
2010,80000,Diesel,'1995 CC',5,14.2
2018,43698,Petrol,'1197 CC',5,5.8
2017,28052,Petrol,'1197 CC',5,7.22
2016,29091,Petrol,'1197 CC',5,4.87
2013,63000,Petrol,'1198 CC',5,3.3
2007,91000,Petrol,'1497 CC',5,3
2014,30000,Diesel,'2143 CC',5,26
2017,24571,Petrol,'796 CC',5,2.9
2014,45000,Petrol,'1591 CC',5,7.5
2015,24617,Petrol,'796 CC',5,2.36
2017,26927,Diesel,'1248 CC',5,11.39
2013,87736,Diesel,'2179 CC',7,7.02
2016,35299,Diesel,'1248 CC',5,8
2017,51612,Petrol,'1197 CC',5,7.11
1998,55300,Diesel,'1796 CC',5,3.9
2009,65090,Petrol,'796 CC',5,2.15
2013,40000,Petrol,'1198 CC',5,3.25
2015,38467,Diesel,'2993 CC',5,70.66
2013,71904,Diesel,'1120 CC',5,4.61
2008,87000,Petrol,'1799 CC',5,2.35
2014,33000,Diesel,'1120 CC',5,4.05
2009,22100,Petrol,'796 CC',4,0.8
2014,59589,Diesel,'1364 CC',5,5.6
2015,44000,Diesel,'1396 CC',5,5.35
2017,12000,Petrol,'998 CC',5,3.25
2012,66000,Diesel,'1995 CC',5,11.5
2016,38009,Petrol,'998 CC',5,4.25
2009,35000,Petrol,'1798 CC',5,4.45
2009,70000,Diesel,'2498 CC',7,2.85
2014,86000,Diesel,'2179 CC',7,7.85
2016,32000,Petrol,'1197 CC',5,5.3
2017,15000,Petrol,'999 CC',5,8
2014,69918,Diesel,'1364 CC',5,9.43
2012,39000,Petrol,'1197 CC',5,2.75
2018,1011,Diesel,'1461 CC',5,13.5
2009,85000,Diesel,'2987 CC',5,9.99
2017,46663,Petrol,'998 CC',5,6.95
2015,27000,Petrol,'1498 CC',5,6.75
2015,15000,Petrol,'1197 CC',5,5.5
2018,10575,Petrol,'1462 CC',5,9.18
2014,12500,Petrol,'1197 CC',5,4.15
2012,52000,Diesel,'1582 CC',5,6.5
2015,49818,Petrol,'1197 CC',5,4.11
2008,90000,Diesel,'1493 CC',5,2.25
2015,52207,Petrol,'1197 CC',5,4.56
2013,167362,Diesel,'2498 CC',7,4
2015,49894,Diesel,'1364 CC',5,5.27
2019,13024,Diesel,'2523 CC',7,9.11
2010,128000,Diesel,'1995 CC',5,6.2
2017,26023,Diesel,'2755 CC',7,19.97
2016,42784,Diesel,'1396 CC',5,10.17
2014,115000,Diesel,'1248 CC',5,4.5
2019,30529,Diesel,'1582 CC',5,14.28
2012,14814,Petrol,'796 CC',5,2.47
2016,58000,Diesel,'1248 CC',5,7.9
2011,68128,Petrol,'814 CC',5,2.3
2013,63220,Petrol,'1598 CC',5,6.5
2016,30000,Petrol,'814 CC',5,3.25
2017,27768,Diesel,'1248 CC',5,5.85
2014,53000,Diesel,'2143 CC',5,29
2014,87652,Diesel,'1968 CC',5,25.71
2008,94873,Petrol,'1596 CC',5,1.85
2015,56000,Diesel,'1995 CC',5,22.75
2018,18678,Petrol,'998 CC',5,8.32
2014,30000,Diesel,'2143 CC',5,26
2012,129000,Diesel,'2953 CC',0,7
2013,59000,Petrol,'1197 CC',5,3.45
2017,13000,Petrol,'1197 CC',5,5.15
2014,74325,Petrol,'1198 CC',5,3.51
2015,45000,Diesel,'1396 CC',5,3.45
2013,57000,Petrol,'1198 CC',5,3.75
2001,125943,Petrol,'1493 CC',5,1.45
2008,80000,Diesel,'1896 CC',5,2.2
2010,154000,Diesel,'2499 CC',7,7.99
2013,62000,Diesel,'1991 CC',5,6.75
2013,27000,Petrol,0,0,11.99
2014,45000,Diesel,'1498 CC',7,5
2012,105000,Diesel,'1248 CC',7,5.9
2013,26000,Petrol,'1197 CC',5,3.75
2014,30900,Diesel,'2993 CC',5,29.5
2014,48000,Petrol,'1198 CC',5,4.75
2011,112719,Diesel,'2698 CC',5,11.5
2017,5000,Petrol,'1197 CC',5,6.95
2016,16000,Petrol,'1198 CC',5,5.4
2011,63000,Petrol,'1997 CC',5,4.75
2011,28300,Petrol,'998 CC',5,2.15
2005,49000,Petrol,'796 CC',5,0.9
2016,12501,Petrol,'998 CC',5,3.5
2016,56628,Diesel,'1248 CC',5,5.85
2010,105000,Diesel,'1248 CC',5,3.15
2016,52126,Diesel,'1461 CC',5,6
2010,38000,Petrol,'1197 CC',5,2.23
2016,50000,Petrol,'1197 CC',5,2.5
2015,50230,Petrol,'998 CC',5,3.87
2014,31000,Diesel,'2179 CC',7,9.5
2014,79000,Diesel,'2982 CC',7,17.75
2012,130000,Diesel,'1461 CC',5,3.75
2010,115000,Petrol,'1086 CC',5,1.5
2013,41500,Petrol,'1591 CC',5,5
2014,54385,Diesel,'1995 CC',5,17
2011,56361,Petrol,'1799 CC',5,4.38
2018,22000,Petrol,'1798 CC',5,41.5
2017,8000,Petrol,'998 CC',5,3
2018,28741,Diesel,'1248 CC',5,11
2012,117236,Diesel,'2720 CC',7,14
2016,30500,Diesel,'1248 CC',5,7.65
2018,5000,Petrol,'1591 CC',5,8.7
2016,42000,Diesel,'1248 CC',7,9.9
2010,32773,Petrol,'1495 CC',5,2.05
2016,19008,Petrol,'1197 CC',5,5.25
2012,32542,Petrol,'1591 CC',5,5.77
2010,94753,Petrol,'796 CC',5,1.95
2011,70000,Diesel,'2179 CC',8,7.45
2012,68347,Petrol,'998 CC',5,2.6
2011,72000,Petrol,'1197 CC',5,3.25
2010,75014,Diesel,'1248 CC',5,3.85
2013,65000,Diesel,'1995 CC',5,7.5
2012,55598,Diesel,'1995 CC',5,11.5
2013,50000,Petrol,'1198 CC',5,3.25
2003,44200,Petrol,'1997 CC',5,1.5
2014,65000,Diesel,'1248 CC',5,5.31
2013,49000,Diesel,'2179 CC',7,9
2016,7200,Petrol,'1086 CC',5,3.59
2016,43152,Petrol,'1373 CC',5,7.35
2013,112000,Diesel,'2494 CC',8,12
2017,23540,Petrol,'1197 CC',5,6.02
2008,82160,Diesel,'1991 CC',5,2.57
2013,57000,Diesel,'2696 CC',7,12.45
2015,39335,Diesel,'2179 CC',7,12.63
2014,62000,Petrol,'1497 CC',5,7.75
2014,60000,Diesel,'1498 CC',5,5.5
2015,35000,Petrol,'1197 CC',5,4.43
2016,32345,Diesel,'2143 CC',5,24.51
2014,47000,Petrol,'814 CC',5,2.65
2012,65537,CNG,'796 CC',4,2.1
2011,36000,Petrol,'1496 CC',5,3.2
2016,75000,Diesel,'1248 CC',5,4.25
2008,38000,Petrol,'796 CC',5,1.1
2015,57818,Petrol,'998 CC',5,4.3
2015,45000,Diesel,'1498 CC',5,8.9
2015,75055,Diesel,'1461 CC',5,6.5
2009,65462,Petrol,'2354 CC',5,3.5
2008,76206,Diesel,'1248 CC',5,4.25
2018,25948,Diesel,'2179 CC',7,16.46
2016,28500,Petrol,'1199 CC',5,5.95
2015,28004,Petrol,'1497 CC',5,7.1
2011,25000,Petrol,'1172 CC',5,1.25
2010,40000,Petrol,'1061 CC',0,2.5
2013,82543,Petrol,'1373 CC',7,5.5
2013,30000,Petrol,'1198 CC',5,3.25
2010,27800,Petrol,'1497 CC',5,5
2016,33415,Petrol,'1496 CC',5,6.58
2013,38000,Diesel,'1995 CC',5,19.5
2017,41981,Petrol,'1199 CC',5,6.14
2013,77084,Diesel,'1248 CC',5,4.95
2013,71803,Diesel,'1598 CC',5,5.75
2013,73314,Diesel,'2179 CC',7,6.6
2015,69053,Petrol,'1197 CC',5,5.72
2009,79782,Petrol,'1497 CC',5,2.6
2010,250000,Diesel,'2494 CC',7,6.5
2011,90000,Diesel,'2179 CC',7,6.1
2010,130000,Diesel,'1248 CC',5,3.85
2013,65000,Petrol,'1598 CC',5,4.5
2013,46496,Diesel,'1364 CC',5,5.3
2013,76000,Diesel,'1968 CC',5,18.25
2012,28002,Petrol,'1373 CC',7,5.75
2010,63000,CNG,'1798 CC',5,3.35
2010,70000,Petrol,'796 CC',4,0.9
2011,66276,Petrol,'1497 CC',5,5.5
2014,45000,Petrol,'1197 CC',5,3.99
2014,67000,Petrol,'2494 CC',5,18.75
2014,43068,Diesel,'1120 CC',5,3.5
2016,40000,Diesel,'2755 CC',8,16.45
2011,50436,Petrol,'1197 CC',5,3.65
2014,21000,Petrol,'1197 CC',5,5.4
2018,2000,Diesel,'1248 CC',5,8.7
2016,14500,Petrol,'1798 CC',5,20.75
2010,68782,Diesel,'2143 CC',5,12.5
2011,35888,Diesel,'1248 CC',5,1.89
2015,168205,Diesel,'1248 CC',5,4
2012,47000,Petrol,'1799 CC',5,3.95
2015,93700,Diesel,'1248 CC',7,7.85
2014,45000,Diesel,'1582 CC',5,7
2016,55547,Diesel,'2982 CC',7,24.99
2013,69000,Petrol,'1197 CC',5,4.5
2005,88000,Diesel,'1896 CC',5,1.25
2014,32400,Diesel,'1498 CC',5,3.95
2012,79000,Petrol,'1086 CC',5,1.6
2004,110000,Petrol,'1495 CC',5,0.6
2014,45407,Petrol,'814 CC',5,3.39
2011,136490,Diesel,'2494 CC',7,9.8
2017,19000,Diesel,'1248 CC',5,5.91
2017,19416,Petrol,'1462 CC',5,8.25
2012,15500,Petrol,'1298 CC',5,3.75
2017,12538,Petrol,'1497 CC',5,12.5
2015,62588,Diesel,'1248 CC',5,5.95
2015,44328,Petrol,'1198 CC',5,3.8
2014,63000,Diesel,'1364 CC',5,4.35
2015,100000,Diesel,'2400 CC',5,32.5
2015,103000,Petrol,'1193 CC',5,3
2016,50296,Diesel,'2755 CC',7,19
2013,95500,Diesel,'1598 CC',5,5
2014,72100,Diesel,'1498 CC',5,5.45
2010,19119,Petrol,'998 CC',5,2.7
2006,30000,Petrol,'2987 CC',5,10.75
2015,75600,Diesel,'1498 CC',5,5.8
2007,137000,Petrol,'1193 CC',5,0.95
2002,53500,Petrol,'796 CC',4,0.63
2018,26101,Diesel,'1956 CC',5,17.55
2016,7000,Petrol,'998 CC',5,3
2013,50000,Diesel,'1968 CC',5,15
2016,30000,Diesel,'1248 CC',5,6
2016,38151,Diesel,'1248 CC',5,7.65
2009,116000,Diesel,'2148 CC',5,8.5
2013,22000,Diesel,'1399 CC',5,2.25
2010,60000,Petrol,'1798 CC',5,4.65
